67,0.09765625,0,0.00390625,10,0,0,0,1,0,0
23,0.2328767123287671,0,0.0136986301369863,9,0,0,0,1,0,0
550,0.048830111902339775,0,0.000508646998982706,14,0,0,0,1,0,0
48,0.014044943820224719,0,0.0028089887640449437,0,0,0,0,1,0,0
70,0.026615969581749048,0,0.0038022813688212928,0,1,0,0,1,0,0
98,0.05526315789473684,1,0.002631578947368421,0,0,0,0,1,0,0
385,0.056186491332934844,0,0.0005977286312014345,31,0,1,0,1,0,0
164,0.06765676567656766,1,0.0016501650165016502,4,0,0,0,1,0,0
170,0.3475,0,0.0025,48,0,0,0,1,0,0
25,0.3037974683544304,0,0.012658227848101266,14,0,0,0,1,0,0
1203,0.039672656111012276,0,0.0001779042874933286,57,0,0,0,1,0,0
71,0.11450381679389313,0,0.003816793893129771,15,0,0,0,1,0,0
34,0.31683168316831684,0,0.009900990099009901,22,0,0,0,1,0,0
51,0.005865102639296188,0,0.002932551319648094,0,0,0,0,1,0,0
43,0.174496644295302,0,0.006711409395973154,15,0,0,0,1,0,0
1681,0.04822090946558593,0,0.00013738150844896276,91,0,0,0,1,0,0
730,0.16967680608365018,0,0.0004752851711026616,62,1,1,0,1,0,0
192,0.26993865030674846,0,0.002044989775051125,40,0,0,0,1,0,0
265,0.15202702702702703,0,0.0011261261261261261,51,0,0,0,1,0,0
119,0.03220338983050847,0,0.001694915254237288,0,0,0,0,1,0,0
413,0.21890145395799676,0,0.0008077544426494346,126,0,0,0,1,0,0
147,0.14481409001956946,0,0.0019569471624266144,39,0,0,0,1,0,0
23,0.24324324324324326,0,0.013513513513513514,10,0,0,0,1,0,0
41,0.12949640287769784,0,0.007194244604316547,11,1,0,0,1,0,0
1392,0.04630087329049267,0,0.00016477179106936892,101,0,1,0,1,0,0
411,0.2393305439330544,0,0.0008368200836820083,117,1,0,0,1,0,0
434,0.06265206812652069,1,0.0006082725060827251,7,0,1,0,1,0,0
49,0.018867924528301886,0,0.0047169811320754715,0,0,0,0,1,0,0
252,0.10914454277286136,0,0.0009832841691248771,70,0,0,0,1,0,0
347,0.21442687747035574,0,0.0009881422924901185,82,1,0,0,1,0,0
408,0.16756756756756758,0,0.0007722007722007722,108,0,0,0,1,0,0
34,0.3,0,0.01,20,0,0,0,1,0,0
209,0.08792497069167643,0,0.0011723329425556857,39,0,1,0,1,0,0
376,0.16907775768535263,0,0.0009041591320072332,61,1,0,0,1,0,0
217,0.1391304347826087,0,0.0014492753623188406,30,0,0,0,1,0,0
772,0.1627465857359636,0,0.00037936267071320183,235,0,1,0,1,0,0
60,0.3142857142857143,0,0.005714285714285714,41,0,0,0,1,0,0
17,0.06349206349206349,0,0.015873015873015872,0,0,0,0,1,0,0
130,0.37906137184115524,0,0.0036101083032490976,30,0,0,0,1,0,0
215,0.3272394881170018,0,0.0018281535648994515,80,0,0,0,1,0,0
113,0.13141025641025642,0,0.003205128205128205,7,0,0,0,1,0,0
40,0.04819277108433735,0,0.006024096385542169,1,0,0,0,1,0,0
78,0.16613418530351437,0,0.003194888178913738,34,0,0,0,1,0,0
34,0.3,0,0.01,20,0,0,0,1,0,0
186,0.11993769470404984,0,0.001557632398753894,33,1,0,0,1,0,0
326,0.18851674641148325,0,0.0009569377990430622,100,1,0,0,1,0,0
337,0.14774494556765164,1,0.0007776049766718507,109,0,0,0,1,0,0
173,0.028312570781426953,0,0.0011325028312570782,4,0,0,0,1,0,0
108,0.049019607843137254,0,0.00196078431372549,11,0,0,0,1,0,0
2287,0.1828834173835657,1,0.0001483239394838327,234,0,1,0,1,0,0
330,0.05959752321981424,0,0.0007739938080495357,31,0,0,0,1,0,0
11,0.16326530612244897,0,0.02040816326530612,4,0,0,0,1,0,0
69,0.11857707509881422,0,0.003952569169960474,17,0,0,0,1,0,0
1172,0.03484320557491289,0,0.00020496003279360525,51,0,0,0,1,0,0
412,0.04384384384384384,0,0.0006006006006006006,12,1,0,0,1,0,0
47,0.2222222222222222,0,0.006535947712418301,23,0,0,0,1,0,0
275,0.13829787234042554,0,0.0010638297872340426,56,1,0,0,1,0,0
99,0.3469387755102041,0,0.003401360544217687,71,0,0,0,1,0,0
